日期,开始时间,结束时间,出发线路,终到线路,起始站,终到站,客流量
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,10号线,天通苑,牡丹园,4.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,10号线,天通苑,车道沟,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,13号线,天通苑,西二旗,5.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,15号线,天通苑,奥林匹克公园,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,15号线,天通苑,望京,5.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,2号线,天通苑,北京站,11.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,2号线,天通苑,鼓楼大街,4.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,5号线,天通苑,东单,8.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,5号线,天通苑,大屯路东,4.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,5号线,天通苑,天通苑,5.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,5号线,天通苑,崇文门,4.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,5号线,天通苑,惠新西街南口,
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,亦庄线,崇文门,小红门,3.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,1-八通线,崇文门,王府井,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,14号线,崇文门,十里河,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,5号线,崇文门,大屯路东,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,5号线,崇文门,天通苑北,3.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,5号线,崇文门,天通苑,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,5号线,崇文门,崇文门,5.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,5号线,崇文门,惠新西街南口,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,2号线,惠新西街南口,北京站,3.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,5号线,惠新西街南口,东单,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,5号线,惠新西街南口,大屯路东,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,5号线,惠新西街南口,天通苑北,4.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,5号线,惠新西街南口,天通苑,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,5号线,惠新西街南口,崇文门,6.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,5号线,惠新西街南口,惠新西街南口,5.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,10号线,立水桥,团结湖,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,10号线,立水桥,海淀黄庄,4.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,10号线,立水桥,牡丹园,3.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,15号线,立水桥,奥林匹克公园,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,2号线,立水桥,北京站,3.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,5号线,立水桥,东单,
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,5号线,立水桥,大屯路东,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,5号线,立水桥,天通苑北,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,5号线,立水桥,天通苑,3.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,5号线,立水桥,崇文门,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,5号线,7号线,立水桥,珠市口,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,6号线,2号线,南锣鼓巷,北京站,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,6号线,5号线,南锣鼓巷,崇文门,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,7号线,1-八通线,北京西站,王府井,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,7号线,10号线,北京西站,十里河,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,7号线,10号线,北京西站,团结湖,3.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,7号线,14号线,北京西站,十里河,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,7号线,14号线,北京西站,望京,3.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,7号线,15号线,北京西站,望京,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,7号线,2号线,北京西站,北京站,45.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,7号线,5号线,北京西站,东单,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,7号线,5号线,北京西站,大屯路东,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,7号线,5号线,北京西站,天通苑北,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,7号线,5号线,北京西站,天通苑,3.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,7号线,5号线,北京西站,崇文门,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,7号线,7号线,北京西站,环球度假区,3.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,7号线,7号线,北京西站,珠市口,12.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,7号线,8号线,北京西站,回龙观东大街,4.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,7号线,8号线,北京西站,奥林匹克公园,4.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,7号线,8号线,北京西站,永定门外,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,7号线,8号线,北京西站,王府井,12.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,7号线,8号线,北京西站,鼓楼大街,
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,7号线,7号线,环球度假区,环球度假区,4.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,昌平线,中国美术馆,沙河,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,1-八通线,中国美术馆,环球度假区,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,10号线,中国美术馆,海淀黄庄,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,中国美术馆,回龙观东大街,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,中国美术馆,奥林匹克公园,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,中国美术馆,永定门外,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,中国美术馆,永泰庄,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,中国美术馆,王府井,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,中国美术馆,鼓楼大街,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,10号线,什刹海,海淀黄庄,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,15号线,什刹海,望京,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,2号线,什刹海,北京站,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,什刹海,奥林匹克公园,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,什刹海,永泰庄,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,什刹海,王府井,4.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,什刹海,鼓楼大街,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,10号线,前门,惠新西街南口,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,10号线,前门,牡丹园,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,15号线,前门,六道口,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,前门,回龙观东大街,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,前门,奥林匹克公园,5.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,前门,永定门外,3.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,前门,王府井,25.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,前门,鼓楼大街,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,北土城,奥林匹克公园,3.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,北土城,王府井,3.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,北土城,鼓楼大街,3.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,1-八通线,南锣鼓巷,果园,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,2号线,南锣鼓巷,北京站,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,南锣鼓巷,回龙观东大街,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,南锣鼓巷,王府井,5.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,南锣鼓巷,珠市口,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,昌平线,奥林匹克公园,沙河,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,1-八通线,奥林匹克公园,东单,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,1-八通线,奥林匹克公园,环球度假区,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,10号线,奥林匹克公园,团结湖,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,2号线,奥林匹克公园,北京站,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,奥林匹克公园,回龙观东大街,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,奥林匹克公园,奥林匹克公园,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,奥林匹克公园,王府井,10.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,奥林匹克公园,鼓楼大街,7.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,15号线,永定门外,清华东路西口,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,2号线,永定门外,北京站,3.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,2号线,永定门外,崇文门,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,5号线,永定门外,崇文门,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,永定门外,回龙观东大街,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,永定门外,奥林匹克公园,3.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,永定门外,永定门外,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,永定门外,永泰庄,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,永定门外,王府井,3.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,永定门外,珠市口,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,永定门外,鼓楼大街,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,昌平线,王府井,沙河,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,10号线,王府井,牡丹园,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,2号线,王府井,北京站,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,王府井,回龙观东大街,3.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,王府井,奥林匹克公园,3.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,王府井,永定门外,4.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,王府井,王府井,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,王府井,珠市口,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,王府井,鼓楼大街,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,1-八通线,金鱼胡同,环球度假区,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,15号线,金鱼胡同,望京,3.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,金鱼胡同,奥林匹克公园,9.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,金鱼胡同,永定门外,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,8号线,8号线,金鱼胡同,王府井,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,9号线,昌平线,北京西站,六道口,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,9号线,昌平线,北京西站,学院桥,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,9号线,昌平线,北京西站,昌平西山口,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,9号线,昌平线,北京西站,沙河,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,9号线,1-八通线,北京西站,东单,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,9号线,1-八通线,北京西站,果园,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,9号线,10号线,北京西站,牡丹园,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,9号线,10号线,北京西站,车道沟,2.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,9号线,13号线,北京西站,西二旗,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,9号线,2号线,北京西站,鼓楼大街,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,9号线,4-大兴线,北京西站,海淀黄庄,3.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,9号线,5号线,北京西站,天通苑北,1.0
2023/5/20,2023/5/20 10:00:00,2023/5/20 10:15:00,9号线,8号线,北京西站,奥林匹克公园,3.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,亦庄线,昌平线,小红门,昌平西山口,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,亦庄线,1-八通线,小红门,王府井,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,亦庄线,10号线,小红门,农业展览馆,2.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,亦庄线,10号线,小红门,十里河,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,亦庄线,10号线,小红门,团结湖,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,亦庄线,2号线,小红门,北京站,2.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,亦庄线,5号线,小红门,崇文门,5.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,亦庄线,5号线,小红门,惠新西街南口,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,亦庄线,7号线,小红门,珠市口,
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,亦庄线,8号线,小红门,奥林匹克公园,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,昌平线,六道口,学院桥,4.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,昌平线,六道口,昌平西山口,2.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,昌平线,六道口,沙河,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,昌平线,六道口,西二旗,2.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,10号线,六道口,团结湖,7.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,10号线,六道口,海淀黄庄,6.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,10号线,六道口,牡丹园,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,10号线,六道口,车道沟,3.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,昌平线,学知园,学知园,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,昌平线,学知园,学院桥,2.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,昌平线,学知园,沙河,
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,昌平线,学知园,西二旗,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,10号线,学知园,农业展览馆,2.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,10号线,学知园,惠新西街南口,2.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,10号线,学知园,海淀黄庄,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,10号线,学知园,牡丹园,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,15号线,学知园,望京,3.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,8号线,学知园,永定门外,
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,昌平线,昌平西山口,六道口,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,昌平线,昌平西山口,沙河,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,昌平线,昌平西山口,西二旗,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,10号线,昌平西山口,团结湖,2.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,10号线,昌平西山口,海淀黄庄,3.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,15号线,昌平西山口,奥林匹克公园,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,15号线,昌平西山口,望京,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,2号线,昌平西山口,崇文门,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,8号线,昌平西山口,奥林匹克公园,2.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,昌平线,西二旗,六道口,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,昌平线,西二旗,学知园,2.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,昌平线,西二旗,学院桥,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,昌平线,西二旗,沙河,10.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,昌平线,西二旗,西二旗,4.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,10号线,西二旗,北土城,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,15号线,西二旗,奥林匹克公园,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,15号线,西二旗,望京,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,昌平线,8号线,西二旗,王府井,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,1-八通线,东单,东单,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,1-八通线,东单,果园,2.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,2号线,东单,北京站,2.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,1-八通线,国贸,东单,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,1-八通线,国贸,王府井,13.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,1-八通线,国贸,环球度假区,7.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,2号线,国贸,北京站,2.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,2号线,国贸,崇文门,4.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,5号线,国贸,大屯路东,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,8号线,国贸,奥林匹克公园,2.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,8号线,国贸,永泰庄,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,8号线,国贸,鼓楼大街,2.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,昌平线,果园,沙河,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,1-八通线,果园,东单,2.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,1-八通线,果园,果园,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,1-八通线,果园,王府井,5.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,10号线,果园,十里河,2.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,10号线,果园,团结湖,4.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,14号线,果园,十里河,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,2号线,果园,北京站,2.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,2号线,果园,崇文门,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,2号线,果园,鼓楼大街,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,5号线,果园,天通苑北,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,8号线,果园,奥林匹克公园,2.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,8号线,果园,鼓楼大街,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,1-八通线,王府井,果园,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,1-八通线,王府井,环球度假区,7.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,10号线,王府井,团结湖,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,5号线,王府井,大屯路东,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,1-八通线,1-八通线,环球度假区,果园,2.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,10号线,昌平线,农业展览馆,六道口,2.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,10号线,10号线,农业展览馆,牡丹园,3.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,10号线,5号线,农业展览馆,天通苑北,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,10号线,7号线,农业展览馆,环球度假区,2.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,10号线,10号线,北土城,北土城,3.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,10号线,10号线,北土城,十里河,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,10号线,10号线,北土城,团结湖,3.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,10号线,10号线,北土城,海淀黄庄,2.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,10号线,10号线,北土城,牡丹园,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,10号线,昌平线,国贸,学知园,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,10号线,昌平线,国贸,沙河,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,10号线,10号线,国贸,农业展览馆,4.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,10号线,10号线,国贸,北土城,1.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,10号线,10号线,国贸,十里河,4.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,10号线,10号线,国贸,团结湖,11.0
2023/5/20,2023/5/20 10:15:00,2023/5/20 10:30:00,10号线,10号线,国贸,惠新西街南口,1.0
